MemberID,ApplicationType,EmpLength,EmpTitle,HomeOwnership,AnnualIncome,DTI,TotalAcc
415121,INDIVIDUAL,5 years,Symantec Corp.,RENT,72000,0.201,26
1077406,INDIVIDUAL,6 years,FHCRC,RENT,46400,0.0983,7
1014648,INDIVIDUAL,6 years,University of California San Francisco,RENT,62532,0.0416,10
983371,INDIVIDUAL,6 years,Rutan & Tucker LLP,RENT,52000,0.0948,7
404409,INDIVIDUAL,6 years,Mattleman Weinroth  and  Miller,RENT,63996,0.247,19
833456,INDIVIDUAL,7 years,"OLSON NORTHSTAR, INC",RENT,35000,0.2277,14
422858,INDIVIDUAL,7 years,Highmark blue shield,RENT,37120,0.1471,8
1264686,INDIVIDUAL,8 years,Texas Attorney General,RENT,47000,0.0623,19
858882,INDIVIDUAL,8 years,Stephens Media LLC,RENT,65000,0.115,10
722598,INDIVIDUAL,8 years,AC 3,RENT,60000,0.179,25
448061,INDIVIDUAL,9 years,Ropes and Gray LLP,RENT,60996,0.1021,32
1040738,INDIVIDUAL,< 1 year,Monarch ILS,RENT,25200,0.0986,7
1089879,INDIVIDUAL,< 1 year,Advantage Chevrolet,RENT,45000,0.0587,20
893625,INDIVIDUAL,< 1 year,Accrinet Corp,RENT,25000,0.1766,21
931216,INDIVIDUAL,< 1 year,South Florida Wildlife Center,RENT,22800,0.2753,23
1065559,INDIVIDUAL,< 1 year,Normandie Casino,RENT,36000,0.075,7
1003767,INDIVIDUAL,< 1 year,"Mosley, Pfundt & Glick, Inc.",RENT,32000,0.1901,7
907293,INDIVIDUAL,< 1 year,SAIC,RENT,69996,0.096,10
434271,INDIVIDUAL,< 1 year,SULLIVAN ARC,RENT,35004,0.2136,26
1012210,INDIVIDUAL,< 1 year,Microsoft Corporation,RENT,80000,0.1104,13
685882,INDIVIDUAL,< 1 year,Bethesda House of Schenectady,RENT,34800,0.1831,9
771399,INDIVIDUAL,< 1 year,Line 6,RENT,42500,0.0155,5
389431,INDIVIDUAL,< 1 year,Radiant Systems,RENT,34000,0.1955,11
504468,INDIVIDUAL,< 1 year,Orange County Public Schools/Walt Disney World,RENT,45000,0.2491,11
819605,INDIVIDUAL,< 1 year,TheLadders.com,RENT,90000,0.0533,10
543498,INDIVIDUAL,< 1 year,Portrait Innovations,RENT,30000,0.1204,7
372952,INDIVIDUAL,< 1 year,KPMG,RENT,53004,0.0887,14
698914,INDIVIDUAL,1 year,PetFirst Healthcare,RENT,50000,0.113,19
756779,INDIVIDUAL,10+ years,US Coast Guard,RENT,96000,0.1734,21
770785,INDIVIDUAL,10+ years,stockton unified school dist.,RENT,36000,0.1443,15
467310,INDIVIDUAL,2 years,Mendota Insurance Company,RENT,43000,0.2447,29
739034,INDIVIDUAL,3 years,Fed Ex Home delivery,RENT,26400,0.0568,7
869042,INDIVIDUAL,3 years,"Scanbuy, Inc.",RENT,40000,0.0417,14
788761,INDIVIDUAL,3 years,Applebees restaurants,RENT,50004,0.0794,28
708474,INDIVIDUAL,4 years,MRI,RENT,38004,0.2343,14
1246499,INDIVIDUAL,5 years,pinto brothers disposal,RENT,65000,0.1558,18
734128,INDIVIDUAL,5 years,US Air Force,RENT,43200,0.2239,14
509713,INDIVIDUAL,6 years,Pima Colege,RENT,25500,0.1464,21
777887,INDIVIDUAL,6 years,OMD,RENT,85000,0.0678,26
819963,INDIVIDUAL,8 years,Pierce Brothers Turner  and  Stevens Mortuary,RENT,30000,0.2476,29
1090447,INDIVIDUAL,< 1 year,GENJI JAPANESE RESTAURANT,RENT,30000,0.1452,17
784583,INDIVIDUAL,< 1 year,The Candle Factory,RENT,28800,0.0675,13
641132,INDIVIDUAL,< 1 year,FirstPath,RENT,85000,0.1975,43
1034613,INDIVIDUAL,< 1 year,Occidental Chemical,RENT,31200,0.1435,10
700746,INDIVIDUAL,1 year,Banner Health SQL,RENT,55000,0.0358,9
692431,INDIVIDUAL,1 year,NYPD,RENT,30000,0.0107,13
657376,INDIVIDUAL,1 year,Phoenix Resources  Inc.,RENT,39996,0.1101,11
778950,INDIVIDUAL,1 year,BAE Systems,RENT,125000,0.1355,38
980294,INDIVIDUAL,1 year,erGNY LLC,RENT,44400,0.0843,11
421770,INDIVIDUAL,1 year,Cambridge University Press,RENT,34500,0.0741,9
1247166,INDIVIDUAL,1 year,Standards of Excellence,RENT,30000,0.1172,10
970539,INDIVIDUAL,10+ years,Active sport & lifestyle,RENT,43000,0.1407,8
1089354,INDIVIDUAL,10+ years,Magnaterre Investment Group,RENT,125000,0.1034,14
956762,INDIVIDUAL,10+ years,THE BANK OF NEW YORK MELLON,RENT,57000,0.1958,41
1046884,INDIVIDUAL,10+ years,CITY OF CALABASAS,RENT,43200,0.1344,16
721981,INDIVIDUAL,10+ years,Credit Suisse,RENT,244000,0.1892,35
1201176,INDIVIDUAL,10+ years,US Army,RENT,50000,0.0077,7
410576,INDIVIDUAL,10+ years,Alief Independent School District,RENT,55008,0.204,45
840336,INDIVIDUAL,2 years,Felixs Fish Camp,RENT,22000,0.0747,14
753395,INDIVIDUAL,2 years,American Diabetes Association,RENT,93500,0.133,12
1065475,INDIVIDUAL,2 years,"Ernst & Young, LLP",RENT,65000,0.1957,11
735098,INDIVIDUAL,2 years,metropolitan elevator service,RENT,60000,0.1082,18
752750,INDIVIDUAL,2 years,Stratmar FinancialRFetail Coverage,RENT,75000,0.075,22
1287416,INDIVIDUAL,2 years,costco,RENT,70000,0.1505,29
1047185,INDIVIDUAL,2 years,Serco Inc,RENT,60000,0.1492,19
908079,INDIVIDUAL,2 years,Happy Nails,RENT,14400,0.0792,5
417681,INDIVIDUAL,2 years,Bluepoint Surgical Group,RENT,70000,0.2006,32
643484,INDIVIDUAL,2 years,Pride Pharmacy,RENT,25000,0.1022,14
691940,INDIVIDUAL,2 years,Flextrade Systems  Inc,RENT,75000,0.1238,20
1285816,INDIVIDUAL,2 years,Fisher Investments,RENT,47500,0.2471,10
1000031,INDIVIDUAL,3 years,Trinity Health,RENT,30000,0.11,6
1003496,INDIVIDUAL,3 years,OpSource Inc,RENT,85000,0.0895,12
1187207,INDIVIDUAL,3 years,Neihule Salon,RENT,45000,0.1576,17
903717,INDIVIDUAL,3 years,Banfield The Pet Hospital,RENT,24000,0.213,12
1198143,INDIVIDUAL,3 years,TIAA-CREF,RENT,38400,0.1741,19
1068416,INDIVIDUAL,3 years,American Express,RENT,63000,0.2295,29
393179,INDIVIDUAL,3 years,Byn flowback Services,RENT,65000,0.1248,21
852301,INDIVIDUAL,4 years,"Cal-Royal Products, Inc",RENT,42000,0.0871,6
681348,INDIVIDUAL,4 years,Auburn Dairy,RENT,42000,0.0889,5
863444,INDIVIDUAL,4 years,Target Corporation,RENT,70000,0.2033,13
714397,INDIVIDUAL,4 years,Zaccho Dance Theatre,RENT,57500,0.0236,10
836740,INDIVIDUAL,4 years,Kearney & Company,RENT,65000,0.1377,9
1283116,INDIVIDUAL,4 years,Miami Beach Resort,RENT,33000,0.1644,18
1263388,INDIVIDUAL,4 years,ELMHURST HOSPITAL CENTER,RENT,70000,0.0813,19
1015412,INDIVIDUAL,4 years,Berkshire Medical Center,RENT,18000,0.03,25
945550,INDIVIDUAL,4 years,Pioneer Investments,RENT,63000,0.2179,14
746487,INDIVIDUAL,5 years,Superior Tank,RENT,24000,0.2195,10
706380,INDIVIDUAL,5 years,State Street Bank,RENT,54000,0.1762,11
1281389,INDIVIDUAL,5 years,ulta,RENT,38000,0.1295,16
1246890,INDIVIDUAL,5 years,Deluxe Digital Studio,RENT,100000,0.1555,17
1282526,INDIVIDUAL,5 years,Worldmedia,RENT,82000,0.0127,17
1030217,INDIVIDUAL,5 years,Round Rock Independent School District,RENT,51600,0.0365,36
1063033,INDIVIDUAL,5 years,EmblemHealth,RENT,51500,0.1615,23
1275133,INDIVIDUAL,5 years,Texas A&M University,RENT,48500,0.2351,12
665731,INDIVIDUAL,5 years,Autozone,RENT,28000,0.0977,18
1111140,INDIVIDUAL,6 years,Goffstein  and  Associates,RENT,75000,0.1909,32
1270357,INDIVIDUAL,6 years,SYSVA,RENT,40000,0.1746,30
714732,INDIVIDUAL,6 years,"Kimmik, Inc.",RENT,50000,0.151,26
1187414,INDIVIDUAL,7 years,,RENT,42000,0.1077,26
662767,INDIVIDUAL,7 years,Saturn Of Richmond,RENT,52000,0.1163,6
763107,INDIVIDUAL,7 years,Hosting.com,RENT,63000,0.192,20
711627,INDIVIDUAL,7 years,Classic Coach Repair,RENT,50000,0.0518,8
883935,INDIVIDUAL,8 years,Med/Corp,RENT,100000,0.1228,35
806051,INDIVIDUAL,8 years,Cooney Medical Inc.,RENT,24996,0.2055,8
445797,INDIVIDUAL,9 years,JP Morgan Chase,RENT,84000,0.17,17
870315,INDIVIDUAL,9 years,DHAP Digital Inc,RENT,87500,0.1654,11
662406,INDIVIDUAL,9 years,Buffalo Wild Wings,RENT,48996,0.2268,21
1062182,INDIVIDUAL,9 years,Aetna,RENT,70000,0.1519,15
508325,INDIVIDUAL,9 years,Halifax Corporation,RENT,42000,0.1089,6
1231610,INDIVIDUAL,9 years,Heller Pacific,RENT,48000,0.204,32
1235417,INDIVIDUAL,< 1 year,U.S. House of Representatives,RENT,64000,0.0998,9
1254310,INDIVIDUAL,< 1 year,Think Fixed,RENT,31200,0.0508,9
1265601,INDIVIDUAL,< 1 year,Graybar Electric,RENT,30000,0.2404,26
950439,INDIVIDUAL,< 1 year,Meritain Health,RENT,86004,0.0776,25
1087243,INDIVIDUAL,< 1 year,METRO TRANSIT POLICE DEPARTMENT,RENT,48500,0.171,21
882183,INDIVIDUAL,< 1 year,National Radio Astronomy Observatory,RENT,65000,0.0423,10
779370,INDIVIDUAL,< 1 year,National University,RENT,27048,0.1544,7
969265,INDIVIDUAL,< 1 year,E-Cycle,RENT,26004,0.21,6
1244227,INDIVIDUAL,< 1 year,Invensys Operations Management,RENT,50000,0.1128,11
1207175,INDIVIDUAL,< 1 year,Green Mountain Coffee Roasters,RENT,55000,0.0796,8
721738,INDIVIDUAL,< 1 year,Origo Networks,RENT,70000,0.1445,13
1249346,INDIVIDUAL,< 1 year,World Travel Holdings,RENT,60000,0.0824,28
756559,INDIVIDUAL,< 1 year,24 hr fitness,RENT,16800,0.0786,10
728273,INDIVIDUAL,< 1 year,Schawk,RENT,76000,0.0802,7
495556,INDIVIDUAL,< 1 year,Hensel Phelps Construction Co.,RENT,68000,0.1069,14
701260,INDIVIDUAL,< 1 year,Chemetall,RENT,45000,0.2,10
956255,INDIVIDUAL,< 1 year,i/o Data Centers,RENT,75000,0.1168,20
882617,INDIVIDUAL,< 1 year,USACE Kansas City District,RENT,38790,0.2042,25
1265063,INDIVIDUAL,< 1 year,Pathway Homes Inc,RENT,32000,0.2149,14
1279653,INDIVIDUAL,1 year,matrix energy solutions,RENT,36000,0.0137,7
980008,INDIVIDUAL,1 year,Kipp LA Schools,RENT,65004,0.0792,25
762511,INDIVIDUAL,1 year,IMS Health,RENT,53500,0.1803,27
886558,INDIVIDUAL,10+ years,Stiegelbauer Associates,RENT,40000,0.0411,8
1067846,INDIVIDUAL,10+ years,nys dept of law,RENT,41000,0.192,33
392179,INDIVIDUAL,10+ years,Santa Ana Unified School District,RENT,67200,0.0618,28
1101322,INDIVIDUAL,10+ years,able engineering,RENT,90000,0.1329,18
771655,INDIVIDUAL,2 years,Travelers,RENT,250000,0.1157,28
1093017,INDIVIDUAL,2 years,Social Tech,RENT,85000,0.039,8
404665,INDIVIDUAL,2 years,Creative Space,RENT,48000,0.2032,24
1016535,INDIVIDUAL,3 years,Stratford School,RENT,44000,0.2054,16
1018225,INDIVIDUAL,4 years,Neptune Society,RENT,33500,0.2167,19
570726,INDIVIDUAL,5 years,military,RENT,47000,0.1228,10
1236235,INDIVIDUAL,< 1 year,East Jersey State Prison,RENT,40992,0.1754,11
788181,INDIVIDUAL,< 1 year,"Dell, Inc",RENT,45000,0.0576,19
1080254,INDIVIDUAL,< 1 year,Simply Suzanne,RENT,30000,0.1844,24
784362,INDIVIDUAL,< 1 year,Zenimax Online,RENT,70000,0.2117,20
857303,INDIVIDUAL,10+ years,GE Aviation,RENT,120000,0.0078,15
858011,INDIVIDUAL,10+ years,Rose Tree Media School District,RENT,85000,0.003,28
858435,INDIVIDUAL,< 1 year,ACLU of Washington,RENT,36000,0.2033,14
753584,INDIVIDUAL,1 year,Gen-Probe Inc,RENT,51996,0.1253,16
526148,INDIVIDUAL,1 year,Mandel Communications,RENT,50000,0.1342,18
420813,INDIVIDUAL,1 year,Gleason Works,RENT,75000,0.1869,31
1238822,INDIVIDUAL,1 year,California Society of CPAs,RENT,56650,0.1091,20
517328,INDIVIDUAL,1 year,Atlantic Regional Medical Center,RENT,48000,0.1615,9
715451,INDIVIDUAL,1 year,Just Dreams,RENT,34800,0.1186,12
1186855,INDIVIDUAL,10+ years,universal tag inc.,RENT,34800,0.101,13
1207688,INDIVIDUAL,10+ years,Texas A&M University,RENT,46900,0.1394,16
1262980,INDIVIDUAL,10+ years,JTE Enterprises Inc,RENT,106000,0.0289,27
951858,INDIVIDUAL,10+ years,Wells Fargo Bank,RENT,61000,0.1147,8
1284971,INDIVIDUAL,10+ years,orange county head start,RENT,32160,0.2347,16
1260476,INDIVIDUAL,10+ years,Costco Wholesale,RENT,60000,0.1524,13
864185,INDIVIDUAL,2 years,US Army,RENT,24168,0.1569,9
1225814,INDIVIDUAL,2 years,Eastside Cannery Casino,RENT,206000,0.1523,22
421040,INDIVIDUAL,2 years,"power and process, inc",RENT,40000,0.1272,4
810908,INDIVIDUAL,2 years,Adrian Smith + Gordon Gill Architecture,RENT,45000,0.0749,14
945909,INDIVIDUAL,2 years,Heald College,RENT,30000,0.162,9
492480,INDIVIDUAL,3 years,Kids headquarters,RENT,45996,0.089,10
913825,INDIVIDUAL,3 years,Excelsior Language Academy,RENT,39500,0.2427,25
929832,INDIVIDUAL,3 years,Security Door Controls,RENT,24000,0.0677,9
913862,INDIVIDUAL,3 years,Fort Dearborn Company,RENT,55500,0.2119,13
1063920,INDIVIDUAL,3 years,Frankfort-Schuyler CSD,RENT,38000,0.1664,36
501883,INDIVIDUAL,3 years,Amarr Garage Doors,RENT,42000,0.1457,27
1012238,INDIVIDUAL,3 years,board of education,RENT,35000,0.0689,13
824967,INDIVIDUAL,3 years,NOVA,RENT,36000,0.125,16
1036692,INDIVIDUAL,4 years,military,RENT,40000,0.0819,21
497406,INDIVIDUAL,4 years,University of Philadelphia,RENT,43275,0.1303,12
801367,INDIVIDUAL,5 years,Peninsula Regional Medical Center,RENT,70000,0.1353,16
1097137,INDIVIDUAL,5 years,"Spears, Dewitt, & Hall",RENT,26000,0.2372,8
893944,INDIVIDUAL,5 years,Rice University,RENT,50000,0.2455,35
1037141,INDIVIDUAL,5 years,BUCCELLATI INC,RENT,50000,0.2112,14
426073,INDIVIDUAL,5 years,"Character Translations, Inc.",RENT,34152,0.0569,7
1095063,INDIVIDUAL,6 years,"Tradewinds Hotel, Inc.",RENT,25209.6,0.0347,12
413750,INDIVIDUAL,6 years,ECI,RENT,88000,0.1115,13
1214620,INDIVIDUAL,6 years,C2 Financial Corporation,RENT,78000,0.2052,12
397712,INDIVIDUAL,6 years,Texas Picnic Company,RENT,21996,0.0731,6
834427,INDIVIDUAL,6 years,Little Bear School,RENT,48000,0.149,7
1110695,INDIVIDUAL,7 years,Central Square Schools,RENT,50724,0.216,41
1109027,INDIVIDUAL,8 years,ALLIANT CREDIT UNION,RENT,90000,0.1963,23
766250,INDIVIDUAL,8 years,FMC,RENT,48000,0.1418,27
1272301,INDIVIDUAL,8 years,United states air force,RENT,48000,0.2477,18
811195,INDIVIDUAL,9 years,Eyesfirst Vision Center,RENT,53000,0.0208,7
1103605,INDIVIDUAL,< 1 year,TekServe,RENT,21000,0.0594,6
830373,INDIVIDUAL,< 1 year,Core Physical Therapy,RENT,21600,0.1072,7
772903,INDIVIDUAL,< 1 year,Wells Fargo,RENT,30000,0.0992,16
868853,INDIVIDUAL,< 1 year,USAA,RENT,67000,0.1829,27
1265071,INDIVIDUAL,1 year,Florida National College,RENT,42000,0.0806,32
989624,INDIVIDUAL,2 years,Grant & Eisenhofer,RENT,45000,0.1448,7
1046651,INDIVIDUAL,8 years,Wells Real Estate Funds,RENT,72000,0.1025,52
835824,INDIVIDUAL,< 1 year,Forever 21,RENT,21600,0.115,20
1008255,INDIVIDUAL,< 1 year,Routh Packing,RENT,24000,0.2045,10
852224,INDIVIDUAL,1 year,Stalwart,RENT,80000,0.0596,13
1233245,INDIVIDUAL,1 year,McCarthy Building Companies,RENT,54000,0.1562,15
397219,INDIVIDUAL,1 year,Humana,RENT,28968,0.2312,17
1244566,INDIVIDUAL,1 year,Palmateer Insurance,RENT,30000,0.1036,10
406345,INDIVIDUAL,10+ years,Jaffa Bakery Inc.,RENT,45000,0.0659,13
1059927,INDIVIDUAL,10+ years,Eyemaginations,RENT,150000,0.0979,19
914745,INDIVIDUAL,2 years,VisionFriendly.com,RENT,43000,0.1292,13
1098681,INDIVIDUAL,2 years,National Institutes of Health,RENT,75000,0.1885,43
823946,INDIVIDUAL,2 years,Real Capital Analytics,RENT,55000,0.0153,14
833873,INDIVIDUAL,2 years,Ziff Davis Enterprise,RENT,40000,0.0822,24
1000560,INDIVIDUAL,3 years,US Air Force,RENT,30000,0.162,7
1067448,INDIVIDUAL,4 years,City Mechanical,RENT,30000,0.182,18
1253937,INDIVIDUAL,4 years,Allcare Medical,RENT,57000,0.1244,29
1271535,INDIVIDUAL,4 years,Dell Services,RENT,49200,0.1159,18
1228932,INDIVIDUAL,4 years,STATE OF NEW YORK MORTGAGE AGENCY,RENT,62000,0.0087,11
726113,INDIVIDUAL,4 years,RR Donnelley and Sons,RENT,32004,0.0555,9
956950,INDIVIDUAL,4 years,Fluor Corp,RENT,96000,0.067,48
970103,INDIVIDUAL,4 years,All-Clad Metalcrafters,RENT,95000,0.1314,29
872372,INDIVIDUAL,4 years,General Dynamics Information Technology,RENT,140000,0.0917,30
419683,INDIVIDUAL,5 years,Tubelite Company Inc,RENT,30000,0.1292,19
697646,INDIVIDUAL,5 years,Picture Head LLC,RENT,56000,0.1191,8
1262831,INDIVIDUAL,6 years,,RENT,35000,0.1495,10
758152,INDIVIDUAL,6 years,USMC,RENT,45600,0.1463,15
814685,INDIVIDUAL,< 1 year,SiteSafe Inc.,RENT,40000,0.0732,16
1099372,INDIVIDUAL,< 1 year,Chiro One,RENT,48000,0.1638,38
398883,INDIVIDUAL,7 years,ibew local 351,RENT,50000,0.037,16
1024515,INDIVIDUAL,9 years,Sallie Mae Student Loans,RENT,30000,0.2176,14
1064454,INDIVIDUAL,< 1 year,Kindred trans. care and rehab NW,RENT,55000,0.2199,39
418652,INDIVIDUAL,< 1 year,,RENT,75000,0.0854,24
745522,INDIVIDUAL,1 year,CEAVCO Audio Visal,RENT,36000,0.116,5
926971,INDIVIDUAL,1 year,MWH Americas,RENT,120000,0.1193,13
845897,INDIVIDUAL,1 year,Office of the Deputy Mayor for Education,RENT,70000,0.0504,6
1186464,INDIVIDUAL,1 year,chevy of delray,RENT,50000,0.1078,4
1036696,INDIVIDUAL,1 year,aafes,RENT,14400,0.0958,4
724048,INDIVIDUAL,1 year,JNB Entertainment,RENT,52000,0.0672,6
429164,INDIVIDUAL,1 year,Kendle International,RENT,39996,0.1689,27
1269026,INDIVIDUAL,10+ years,Santa Clara University,RENT,108000,0.0384,3
541879,INDIVIDUAL,10+ years,Network Equipment Technologies,RENT,165000,0.1033,16
414028,INDIVIDUAL,10+ years,UCSF,RENT,46296,0.0594,26
1275252,INDIVIDUAL,10+ years,Penske Truck Leasing,RENT,95000,0.0898,17
749808,INDIVIDUAL,10+ years,H D Segur Inc,RENT,45000,0.1005,29
842891,INDIVIDUAL,10+ years,Men on the Move,RENT,70000,0.0655,6
973546,INDIVIDUAL,2 years,RQ Construction,RENT,58000,0.2489,21
719263,INDIVIDUAL,2 years,Virginia Institute of Marine Science,RENT,40068,0.1363,7
684871,INDIVIDUAL,2 years,Ogilvy & Mather,RENT,45000,0.0645,9
436608,INDIVIDUAL,2 years,HEALTH-FIRST,RENT,63000,0.2267,17
986317,INDIVIDUAL,2 years,Bright House Networks,RENT,30000,0.1232,12
965466,INDIVIDUAL,2 years,Labat Anderson,RENT,60000,0.151,43
935051,INDIVIDUAL,2 years,Pacific Community Ventures,RENT,42500,0.1649,28
1060488,INDIVIDUAL,3 years,bankcard services,RENT,30000,0.2,5
1073837,INDIVIDUAL,3 years,Leander ISD,RENT,70000,0.0795,17
505020,INDIVIDUAL,3 years,The Vanguard Group,RENT,48000,0.0488,15
841020,INDIVIDUAL,3 years,Stone Creek Coffee Roasters,RENT,30000,0.2364,17
742999,INDIVIDUAL,3 years,Integratas Corporate Services,RENT,53000,0.041,4
516043,INDIVIDUAL,3 years,"Satori Software, Inc.",RENT,97000,0.1332,23
419985,INDIVIDUAL,3 years,Ojai Valley Inn and Spa,RENT,41000,0.2333,26
812922,INDIVIDUAL,4 years,CBS,RENT,39996,0.2055,13
1019962,INDIVIDUAL,4 years,United States Air Force,RENT,50400,0.1595,9
925219,INDIVIDUAL,4 years,Impax Laboratories,RENT,56000,0.1909,23
1076053,INDIVIDUAL,4 years,Fibrebond Corporation,RENT,65000,0.1167,9
890032,INDIVIDUAL,4 years,Chatterton & Associates,RENT,92500,0.1741,21
1093188,INDIVIDUAL,4 years,Springhouse Apartments,RENT,50000,0.113,10
1106904,INDIVIDUAL,5 years,Western Mutual Insurance Company,RENT,32500,0.0642,5
714079,INDIVIDUAL,5 years,Columbia University,RENT,45806.16,0.1286,26
1014145,INDIVIDUAL,5 years,Hyundai of New Port Richey,RENT,22292,0.0474,5
1269238,INDIVIDUAL,5 years,Publix Supermarkets,RENT,13288,0.0876,7
667794,INDIVIDUAL,5 years,AnimationMentor.com,RENT,102000,0.0876,33
769502,INDIVIDUAL,5 years,Medics Ambulance Service,RENT,42000,0.1309,9
669921,INDIVIDUAL,6 years,Goldrich & Kest Property Management,RENT,37000,0.2254,28
415023,INDIVIDUAL,6 years,Commerce Bank of WA,RENT,52000,0.2492,11
843732,INDIVIDUAL,6 years,WEST COAST DENTAL SERVICES,RENT,75000,0.0608,8
767910,INDIVIDUAL,6 years,VI DataPrint  LLC,RENT,33900,0.1221,13
863376,INDIVIDUAL,6 years,Reboot Networks,RENT,70000,0.1801,11
454408,INDIVIDUAL,7 years,Natural Resources Defense Council,RENT,64000,0.1903,13
1021067,INDIVIDUAL,7 years,vornado charles E. smith,RENT,42000,0.1123,18
777247,INDIVIDUAL,9 years,SMG,RENT,32400,0.2241,20
976926,INDIVIDUAL,< 1 year,Togo's,RENT,20000,0.1506,5
952135,INDIVIDUAL,< 1 year,Blue Wave Car Wash,RENT,40000,0.0585,6
871876,INDIVIDUAL,< 1 year,SWBC Mortgage,RENT,42000,0.1963,16
1060252,INDIVIDUAL,< 1 year,OneWest Bank,RENT,24000,0.0635,7
976356,INDIVIDUAL,< 1 year,"MeritDirect, LLC",RENT,55000,0.0788,20
925847,INDIVIDUAL,< 1 year,Making Life Easier,RENT,15600,0.1808,15
671225,INDIVIDUAL,< 1 year,"mMetro LLC, DBA ""Thrillist.com""",RENT,120000,0.038,10
887269,INDIVIDUAL,< 1 year,Consilium Wealth Management,RENT,36000,0.23,19
1221915,INDIVIDUAL,< 1 year,DemandTec Inc,RENT,75000,0.1669,12
856152,INDIVIDUAL,< 1 year,Chef Geoff's,RENT,50000,0.2227,15
1278151,INDIVIDUAL,< 1 year,Cash and Carry,RENT,24300,0.1274,14
880591,INDIVIDUAL,< 1 year,StreetLight Mission,RENT,40000,0.1464,23
895175,INDIVIDUAL,< 1 year,cds,RENT,45000,0.2256,12
401377,INDIVIDUAL,1 year,Slocum Orthopedics P.C.,RENT,35004,0.1676,23
1276262,INDIVIDUAL,1 year,Sysco Denver,RENT,59000,0.1645,22
415392,INDIVIDUAL,10+ years,Major Auto Group,RENT,54000,0.0462,16
1029031,INDIVIDUAL,10+ years,Rockcastle County Board of Education,RENT,55259,0.2296,19
702130,INDIVIDUAL,2 years,GADSDEN REGIONAL MEDICAL CENTER,RENT,16800,0.0614,25
649524,INDIVIDUAL,2 years,Bare Bones Grill & Brewery,RENT,39000,0.0889,7
921787,INDIVIDUAL,2 years,Applied Signal Technology,RENT,81744,0.172,25
847343,INDIVIDUAL,2 years,tower water,RENT,48000,0.0975,10
820432,INDIVIDUAL,3 years,All Star Rents Inc,RENT,88000,0.0952,22
1260987,INDIVIDUAL,3 years,Avanade a division of Accenture,RENT,52000,0.1909,17
928742,INDIVIDUAL,4 years,Applian Technologies,RENT,130000,0.0877,16
1017645,INDIVIDUAL,5 years,united states marine corps,RENT,60000,0.0622,6
925498,INDIVIDUAL,5 years,Holy Family Medical Center,RENT,22812.72,0.2246,15
731198,INDIVIDUAL,5 years,University of Miami,RENT,59534,0.1465,30
1093062,INDIVIDUAL,6 years,Pamex Inc.,RENT,48000,0.2143,20
808636,INDIVIDUAL,< 1 year,CloudCrowd,RENT,110000,0.151,23
771039,INDIVIDUAL,< 1 year,Interactive Data Inc.,RENT,70000,0.1649,19
971822,INDIVIDUAL,1 year,John Wiley and Sons,RENT,66000,0.1763,15
751388,INDIVIDUAL,10+ years,U.S. Postal Service,RENT,75000,0.1335,34
742975,INDIVIDUAL,4 years,NYK Logistics,RENT,46000,0.1278,41
417737,INDIVIDUAL,8 years,Altera Corp.,RENT,101000,0.0642,16
803142,INDIVIDUAL,1 year,Autodesk Inc,RENT,180000,0.1153,14
1274664,INDIVIDUAL,1 year,Walmart,RENT,26000,0.1408,6
972649,INDIVIDUAL,1 year,ESAB,RENT,65004,0.0748,5
906824,INDIVIDUAL,1 year,"Cope Community Services Inc.,",RENT,22800,0.1611,9
1039140,INDIVIDUAL,10+ years,MANG,RENT,72000,0.162,27
1204233,INDIVIDUAL,10+ years,United States Army,RENT,93158,0.2171,22
1268154,INDIVIDUAL,10+ years,PHI,RENT,65000,0.2457,14
1066661,INDIVIDUAL,10+ years,Morris Heights,RENT,40000,0.2124,13
1250835,INDIVIDUAL,10+ years,Alliance Residential Company,RENT,63336,0.1724,34
1288196,INDIVIDUAL,2 years,grant thornton,RENT,63500,0.1979,29
1068731,INDIVIDUAL,2 years,Precisionworks,RENT,42000,0.0443,5
401376,INDIVIDUAL,2 years,Anixter Fasteners,RENT,21600,0.1839,8
737969,INDIVIDUAL,2 years,westcoast ambulance,RENT,48000,0.0775,11
849822,INDIVIDUAL,2 years,Neighborhood Centers,RENT,48000,0.1372,15
1280178,INDIVIDUAL,2 years,Jpmorgan Chase,RENT,37000,0.1991,15
754885,INDIVIDUAL,2 years,"PROCEED, INC.",RENT,35000,0.2105,12
761163,INDIVIDUAL,3 years,DIME SAVINGS BANK,RENT,29100,0.1052,29
746200,INDIVIDUAL,3 years,Furniture Marketing Group,RENT,61584,0.191,23
728156,INDIVIDUAL,3 years,Frameweld,RENT,46800,0.2004,7
905700,INDIVIDUAL,3 years,ViaSat  Inc.,RENT,69996,0.0749,13
679571,INDIVIDUAL,3 years,Research foundation for mental hygiene,RENT,55000,0.0388,9
1063746,INDIVIDUAL,3 years,3550 Condo association,RENT,35004,0.0576,7
1154775,INDIVIDUAL,3 years,CarolinaEast Medical Center,RENT,50000,0.0869,11
830702,INDIVIDUAL,4 years,Bernards,RENT,68500,0.1864,24
714012,INDIVIDUAL,4 years,NYC Department of Environmental Protection,RENT,60000,0.1318,15
1090282,INDIVIDUAL,4 years,Target,RENT,15000,0.1448,4
428230,INDIVIDUAL,4 years,"Linda D. Schoonover, P.A.",RENT,37148.8,0.2213,13
1013681,INDIVIDUAL,4 years,Deebecon,RENT,65000,0.0362,12
