LoanID,MemberID,AddressState,ApplicationType,EmpTitle,Grade,IssueDate,LastCreditPullDate,LastPaymentDate,LoanStatus,NextPaymentDate,Purpose,SubGrade,Term,VerificationStatus,Installment,InterestRate,LoanAmount,TotalPayment,LoanKey
1031991,1261421,CA,INDIVIDUAL,Fairfield Residential Company LLC,E,11-11-2021,14-06-2021,14-01-2021,Charged Off,14-02-2021,Debt consolidation,E1, 60 months,Verified,229.12,0.1864,8900,6602,22048
746928,945747,MA,INDIVIDUAL,Lowes Home Improvement,E,11-05-2021,13-09-2021,13-04-2021,Charged Off,13-05-2021,Debt consolidation,E4, 60 months,Verified,261.01,0.1929,10000,6419,22049
519197,671223,MI,INDIVIDUAL,FedEx Office,E,10-05-2021,11-05-2021,10-12-2021,Charged Off,10-01-2022,Debt consolidation,E4, 60 months,Verified,259.73,0.1756,15000,2107,22050
1031861,1261514,NJ,INDIVIDUAL,NJDEP/OIRM,E,11-12-2021,13-02-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,E1, 60 months,Verified,772.29,0.1864,30000,7752,22051
1041933,1272179,MA,INDIVIDUAL,Baystate Financial,E,11-12-2021,13-05-2021,13-05-2021,Charged Off,13-06-2021,Debt consolidation,E1, 60 months,Verified,617.83,0.1864,24000,9083,22052
734947,931544,CT,INDIVIDUAL,State of CT Interstate Compact Unit/Jud,E,11-05-2021,16-04-2021,13-06-2021,Charged Off,13-07-2021,Debt consolidation,E3, 60 months,Verified,309.73,0.1714,17475,6039,22053
679046,867473,FL,INDIVIDUAL,University of Miami,E,11-02-2021,12-09-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,E1, 60 months,Verified,858.59,0.164,35000,10297,22054
562499,723805,FL,INDIVIDUAL,Us Army,E,10-08-2021,16-05-2021,11-04-2021,Charged Off,11-05-2021,Debt consolidation,E2, 60 months,Verified,247.56,0.1682,10000,2018,22055
519960,672160,CA,INDIVIDUAL,Vons Company,E,10-05-2021,16-05-2021,11-03-2021,Charged Off,11-04-2021,Debt consolidation,E2, 60 months,Verified,396.1,0.1682,16000,3564,22056
699714,891316,GA,INDIVIDUAL,ups,F,11-03-2021,16-05-2021,11-10-2021,Charged Off,11-11-2021,Debt consolidation,F5, 60 months,Verified,790.49,0.1974,30000,4742,22057
583656,749976,NY,INDIVIDUAL,verizon,F,10-09-2021,14-04-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,F1, 60 months,Verified,638.93,0.183,25000,25406,22058
831010,1040206,NY,INDIVIDUAL,Frontier Communications,F,11-07-2021,13-11-2021,13-09-2021,Charged Off,13-10-2021,Debt consolidation,F4, 60 months,Verified,681.41,0.2136,25000,14820,22059
607574,779411,NJ,INDIVIDUAL,Brick Township Police Departent,G,10-11-2021,16-05-2021,11-03-2021,Charged Off,11-04-2021,Debt consolidation,G1, 60 months,Verified,505.06,0.1966,25000,9082,22060
795467,1000206,TX,INDIVIDUAL,Solara Healthcare,G,11-06-2021,12-12-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,G2, 60 months,Verified,379.34,0.2248,13600,5237,22061
744342,942811,MN,INDIVIDUAL,ADP Dealer Services,A,11-05-2021,13-04-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,A5, 60 months,Verified,246.15,0.0849,12000,4938,22062
840015,1050316,CA,INDIVIDUAL,Sheraton agoura hills,B,11-08-2021,12-06-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,B4, 60 months,Verified,322.67,0.1149,14675,2375,22063
544453,702344,NJ,INDIVIDUAL,united envelope,B,10-07-2021,15-02-2021,14-09-2021,Charged Off,14-10-2021,Debt consolidation,B4, 60 months,Verified,313.88,0.1149,20500,16114,22064
993953,1218760,UT,INDIVIDUAL,Geotechnical Testing Services,B,11-10-2021,15-05-2021,14-12-2021,Charged Off,14-01-2022,Debt consolidation,B4, 60 months,Verified,381.78,0.1242,17000,15223,22065
601462,771797,NY,INDIVIDUAL,Oscar Gruss and Son,B,10-10-2021,13-02-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,B4, 60 months,Verified,509.82,0.0999,24000,11676,22066
1049522,1280922,CA,INDIVIDUAL,Raley's,B,11-12-2021,16-05-2021,15-04-2021,Charged Off,15-05-2021,Debt consolidation,B5, 60 months,Verified,587.47,0.1269,26000,23514,22067
520164,672421,NM,INDIVIDUAL,New Mexico Department of Health,B,10-06-2021,16-04-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,B3, 60 months,Verified,286.67,0.1062,20000,8886,22068
529641,684921,NY,INDIVIDUAL,General Dynamics,B,10-06-2021,11-12-2021,11-07-2021,Charged Off,11-08-2021,Debt consolidation,B5, 60 months,Verified,221.74,0.1186,10000,4039,22069
971404,1193135,VA,INDIVIDUAL,Inova Solutions,B,11-10-2021,16-05-2021,11-12-2021,Charged Off,11-01-2022,Debt consolidation,B3, 60 months,Verified,773.44,0.1171,35000,1545,22070
1003451,1229814,AZ,INDIVIDUAL,Tile Interiors,B,11-11-2021,15-11-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,B2, 60 months,Verified,367.74,0.1065,17050,8089,22071
739767,937375,MA,INDIVIDUAL,BNY Mellon Asset Servicing,B,11-05-2021,16-04-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,B2, 60 months,Verified,212.48,0.1,10000,6160,22072
813185,1020614,NM,INDIVIDUAL,"ABQ Health Partners, LLC",B,11-08-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,B3, 60 months,Verified,315.74,0.1099,21000,4488,22073
801461,1007039,MD,INDIVIDUAL,Prometric,B,11-07-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,B4, 60 months,Verified,437.01,0.1149,25000,3495,22074
865626,1078896,NH,INDIVIDUAL,Comcast Cable,B,11-09-2021,14-01-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,B4, 60 months,Verified,316.63,0.1149,20000,9914,22075
769795,971308,NY,INDIVIDUAL,GEICO INSURANCE,B,11-06-2021,13-08-2021,13-03-2021,Charged Off,13-04-2021,Debt consolidation,B4, 60 months,Verified,373.79,0.1149,17000,9978,22076
640211,819562,OH,INDIVIDUAL,Wal Mart,B,11-01-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,B5, 60 months,Verified,257.1,0.1036,12000,3084,22077
879516,1094336,CA,INDIVIDUAL,Bethesda Lutheran Communities,B,11-09-2021,13-12-2021,13-07-2021,Charged Off,13-08-2021,Debt consolidation,B5, 60 months,Verified,310.12,0.1269,20500,7104,22078
539014,696109,CA,INDIVIDUAL,united state postal service,B,10-07-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,B5, 60 months,Verified,377.51,0.1186,25000,6794,22079
520939,673576,SC,INDIVIDUAL,Navy,B,10-06-2021,11-02-2021,10-09-2021,Charged Off,10-10-2021,Debt consolidation,B3, 60 months,Verified,345.94,0.1062,25000,1731,22080
562404,723702,CA,INDIVIDUAL,Pepsi Beverages Company,B,10-08-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,Debt consolidation,B5, 60 months,Verified,471.2,0.1186,21250,7066,22081
885909,1101692,FL,INDIVIDUAL,Walgreens,B,11-09-2021,16-01-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,B3, 60 months,Verified,662.95,0.1171,30000,32032,22082
584968,751640,WA,INDIVIDUAL,usps,B,10-09-2021,16-05-2021,15-01-2021,Charged Off,15-02-2021,Debt consolidation,B5, 60 months,Verified,443.48,0.1186,20000,23292,22083
721195,915731,NY,INDIVIDUAL,Frank Crystal & Company,B,11-04-2021,16-05-2021,14-01-2021,Charged Off,14-02-2021,Debt consolidation,B4, 60 months,Verified,432.26,0.1074,20000,14258,22084
605540,776838,NJ,INDIVIDUAL,AllScripts,B,10-11-2021,12-08-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,B5, 60 months,Verified,343.33,0.1036,25000,6235,22085
860483,1073280,CA,INDIVIDUAL,Esg Republic,B,11-09-2021,16-05-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,B5, 60 months,Verified,339.16,0.1199,15250,4803,22086
583181,749414,CA,INDIVIDUAL,Red Blossom,B,10-09-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,B5, 60 months,Verified,354.79,0.1186,16000,8481,22087
1035518,1265346,GA,INDIVIDUAL,Aflac,B,11-12-2021,14-11-2021,14-08-2021,Charged Off,14-09-2021,Debt consolidation,B5, 60 months,Verified,325.37,0.1269,14400,13703,22088
534955,691321,KY,INDIVIDUAL,Givaudan Flavors Corp.,B,10-06-2021,14-01-2021,13-07-2021,Charged Off,13-08-2021,Debt consolidation,B5, 60 months,Verified,341.48,0.1186,15400,12728,22089
785621,988947,VA,INDIVIDUAL,US Department of Education,B,11-07-2021,14-11-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,B5, 60 months,Verified,667.19,0.1199,30000,25417,22090
575569,740305,OR,INDIVIDUAL,kaiser permanete nw,B,10-09-2021,16-05-2021,11-02-2021,Charged Off,11-03-2021,Debt consolidation,B1, 60 months,Verified,130.22,0.1038,6075,199,22091
831404,1040624,CA,INDIVIDUAL,Osteoporosis Center of San Jose,B,11-08-2021,16-05-2021,12-02-2021,Charged Off,12-03-2021,Debt consolidation,B5, 60 months,Verified,511.51,0.1199,23000,3062,22092
802348,1007994,IL,INDIVIDUAL,Harris Bank,B,11-07-2021,16-05-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,B5, 60 months,Verified,355.84,0.1199,16000,4625,22093
891404,1108279,OH,INDIVIDUAL,Panera Bread,B,11-09-2021,16-05-2021,13-04-2021,Charged Off,13-05-2021,Debt consolidation,B5, 60 months,Verified,344.57,0.1269,15250,5856,22094
676941,864976,NJ,INDIVIDUAL,Rite Aid Corporation,B,11-02-2021,13-09-2021,13-04-2021,Charged Off,13-05-2021,Debt consolidation,B4, 60 months,Verified,216.13,0.1074,10000,5772,22095
584313,750797,CA,INDIVIDUAL,LCI,C,10-09-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,C2, 60 months,Verified,461.34,0.1361,20000,11851,22096
576741,730760,TX,INDIVIDUAL,Allen ISD & Prestonwood Christian Academ,C,10-09-2021,16-05-2021,11-06-2021,Charged Off,11-07-2021,Debt consolidation,C1, 60 months,Verified,571.78,0.1323,25000,5139,22097
1046442,1277281,NY,INDIVIDUAL,Ulster County,C,11-12-2021,14-06-2021,14-01-2021,Charged Off,14-02-2021,Debt consolidation,C1, 60 months,Verified,460.1,0.1349,20000,13356,22098
820491,1028718,VA,INDIVIDUAL,Hanhol Service Company,C,11-07-2021,16-05-2021,15-10-2021,Charged Off,15-11-2021,Debt consolidation,C1, 60 months,Verified,568.7,0.1299,25000,28435,22099
769206,970648,VA,INDIVIDUAL,Enterprise Holdings LLC,C,11-06-2021,15-06-2021,15-01-2021,Charged Off,15-02-2021,Debt consolidation,C1, 60 months,Verified,432.22,0.1299,19000,19775,22100
727396,922903,VA,INDIVIDUAL,US Coast Guard,C,11-04-2021,16-04-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,C2, 60 months,Verified,797.44,0.1306,35000,20731,22101
544972,702933,NJ,INDIVIDUAL,PSEG CO,C,10-07-2021,16-05-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,C3, 60 months,Verified,348.87,0.1398,15000,7671,22102
718593,912828,CA,INDIVIDUAL,Devry University,C,11-04-2021,16-05-2021,13-07-2021,Charged Off,13-08-2021,Debt consolidation,C1, 60 months,Verified,451.8,0.1268,20000,11745,22103
609294,781541,WA,INDIVIDUAL,Muckleshoot Indian Casino,C,10-11-2021,12-09-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,C2, 60 months,Verified,270.65,0.1261,12000,7305,22104
618465,792809,FL,INDIVIDUAL,ORLANDO REGIONAL MEDICAL CENTER DPH HOSP,C,10-11-2021,12-12-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,C2, 60 months,Verified,288.7,0.1261,12800,6034,22105
879297,1094167,CA,INDIVIDUAL,PVHMC SLEEP CENTER,C,11-09-2021,16-05-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,C2, 60 months,Verified,497.43,0.1427,21250,23379,22106
517520,668817,NY,INDIVIDUAL,UPS,C,10-05-2021,11-08-2021,11-04-2021,Charged Off,11-05-2021,Debt consolidation,C2, 60 months,Verified,376.93,0.1311,25000,4419,22107
1056298,1287885,GA,INDIVIDUAL,Rich Products Corporation,C,11-12-2021,14-03-2021,14-03-2021,Charged Off,14-04-2021,Debt consolidation,C2, 60 months,Verified,807.01,0.1427,34475,21234,22108
891103,1107892,GA,INDIVIDUAL,US Army,C,11-09-2021,16-05-2021,12-12-2021,Charged Off,12-01-2022,Debt consolidation,C1, 60 months,Verified,287.56,0.1349,12500,4019,22109
1041802,1271837,MN,INDIVIDUAL,Scoreboard Bar and Grill,C,11-12-2021,16-05-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,C2, 60 months,Verified,280.91,0.1427,12000,2801,22110
712268,905338,PA,INDIVIDUAL,Comcast,C,11-03-2021,14-10-2021,14-05-2021,Charged Off,14-06-2021,Debt consolidation,C1, 60 months,Verified,49.7,0.1268,2200,1988,22111
970672,1192354,CA,INDIVIDUAL,Souther California Edison,C,11-10-2021,16-01-2021,15-09-2021,Charged Off,15-10-2021,Debt consolidation,C2, 60 months,Verified,819.3,0.1427,35000,40600,22112
547935,706509,WA,INDIVIDUAL,Perkins Coie LLP,C,10-07-2021,14-09-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,C3, 60 months,Verified,416.9,0.1398,25000,19568,22113
885522,1101214,NY,INDIVIDUAL,Ardsley Schools,C,11-09-2021,15-05-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,C3, 60 months,Verified,590.17,0.1465,25000,5511,22114
1010321,1237328,CA,INDIVIDUAL,Albertsons,C,11-11-2021,14-06-2021,14-02-2021,Charged Off,14-03-2021,Debt consolidation,C5, 60 months,Verified,364.46,0.1596,15000,10881,22115
580549,746298,CA,INDIVIDUAL,KPMG,C,10-09-2021,12-07-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,C1, 60 months,Verified,118.93,0.1323,5200,2586,22116
1008845,1235560,CA,INDIVIDUAL,Providence Home Care,C,11-11-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,C3, 60 months,Verified,472.14,0.1465,20000,11042,22117
802950,1008665,NV,INDIVIDUAL,Clark County Nevada,C,11-07-2021,14-05-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,C5, 60 months,Verified,597.78,0.1523,25000,19476,22118
779432,982167,WA,INDIVIDUAL,Clover Park School Dist.,C,11-06-2021,16-05-2021,14-01-2021,Charged Off,14-02-2021,Debt consolidation,C5, 60 months,Verified,478.22,0.1523,20000,14345,22119
830782,1039955,NY,INDIVIDUAL,Cemusa North America,C,11-07-2021,13-12-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,C5, 60 months,Verified,478.22,0.1523,20000,10842,22120
1036749,1266625,FL,INDIVIDUAL,Miami-Dade Fire Rescue,C,11-12-2021,14-05-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,C1, 60 months,Verified,805.17,0.1349,35000,22643,22121
621572,796630,OK,INDIVIDUAL,The Hartford,C,10-11-2021,15-12-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,C3, 60 months,Verified,113.72,0.1298,5000,2828,22122
773791,959602,NY,INDIVIDUAL,,C,11-06-2021,11-12-2021,11-07-2021,Charged Off,11-08-2021,Debt consolidation,C4, 60 months,Verified,757.76,0.1479,32000,2180,22123
729581,925373,MD,INDIVIDUAL,EBS Healthcare,C,11-04-2021,13-05-2021,13-01-2021,Charged Off,13-02-2021,Debt consolidation,C4, 60 months,Verified,579.12,0.138,25000,12084,22124
1009563,1236313,NC,INDIVIDUAL,Bob Barker Company,C,11-11-2021,13-04-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,C5, 60 months,Verified,437.35,0.1596,18000,5279,22125
1031054,1260478,CA,INDIVIDUAL,UPS,C,11-11-2021,15-02-2021,14-09-2021,Charged Off,14-10-2021,Debt consolidation,C2, 60 months,Verified,421.36,0.1427,18000,16309,22126
874530,1089016,HI,INDIVIDUAL,Maui Harley Davidson,C,11-09-2021,16-04-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,C4, 60 months,Verified,497.28,0.1479,21000,12432,22127
1057083,1288637,NY,INDIVIDUAL,UPS,C,11-12-2021,16-04-2021,15-07-2021,Charged Off,15-08-2021,Debt consolidation,C2, 60 months,Verified,475.2,0.1427,20300,20434,22128
755186,954979,MN,INDIVIDUAL,Modis,C,11-05-2021,16-05-2021,11-12-2021,Charged Off,11-01-2022,Debt consolidation,C3, 60 months,Verified,246.01,0.1399,16000,1473,22129
613478,786554,MA,INDIVIDUAL,Woburn Fire Department,C,10-12-2021,16-04-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,C4, 60 months,Verified,172,0.1335,7500,3955,22130
1053953,1285774,MI,INDIVIDUAL,Abaris Behavioral Health,C,11-12-2021,16-05-2021,13-09-2021,Charged Off,13-10-2021,Debt consolidation,C5, 60 months,Verified,242.97,0.1596,10000,4859,22131
925654,1146405,CA,INDIVIDUAL,City Of Los Angeles,C,11-10-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,C2, 60 months,Verified,819.3,0.1427,35000,5731,22132
721454,916074,CA,INDIVIDUAL,Toshiba American Medical Systems,C,11-04-2021,16-05-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,C3, 60 months,Verified,385.96,0.1343,16800,13387,22133
986800,1210780,VA,INDIVIDUAL,Fannie Mae,C,11-10-2021,14-09-2021,14-05-2021,Charged Off,14-06-2021,Debt consolidation,C3, 60 months,Verified,481.58,0.1465,20400,16140,22134
840682,1051093,NC,INDIVIDUAL,Betsy Johnson Regional Hospital,C,11-09-2021,13-06-2021,13-01-2021,Charged Off,13-02-2021,Debt consolidation,C5, 60 months,Verified,372.42,0.1523,15575,6676,22135
777661,980181,CO,INDIVIDUAL,Kids Adventures,C,11-06-2021,12-10-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,C4, 60 months,Verified,439.27,0.1479,18550,5394,22136
593417,762089,NY,INDIVIDUAL,Target,C,10-10-2021,16-04-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,C1, 60 months,Verified,457.42,0.1323,20000,10976,22137
1015561,1243237,TX,INDIVIDUAL,Konica Minolta Business Solutions,C,11-12-2021,16-04-2021,15-09-2021,Charged Off,15-10-2021,Debt consolidation,C2, 60 months,Verified,374.54,0.1427,16000,16854,22138
1052376,1283497,OR,INDIVIDUAL,Webtrends,D,11-12-2021,15-05-2021,14-12-2021,Charged Off,14-01-2022,Debt consolidation,D4, 60 months,Verified,478.15,0.1758,19000,18595,22139
877577,1092336,CA,INDIVIDUAL,,D,11-09-2021,14-11-2021,14-08-2021,Charged Off,14-09-2021,Debt consolidation,D2, 60 months,Verified,389.01,0.1599,16000,13615,22140
875547,1090055,CA,INDIVIDUAL,Lite Source  Inc,D,11-09-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,D3, 60 months,Verified,737.38,0.1649,30000,2943,22141
1014422,1241794,CA,INDIVIDUAL,Capital group,D,11-11-2021,16-05-2021,14-10-2021,Charged Off,14-11-2021,Debt consolidation,D4, 60 months,Verified,880.8,0.1758,35000,30828,22142
865576,1078796,CA,INDIVIDUAL,UCSF Dept. of Radiology,D,11-09-2021,16-03-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,D4, 60 months,Verified,520.67,0.1689,21000,25438,22143
707691,900068,NY,INDIVIDUAL,New York Life Insurance Company,D,11-03-2021,13-07-2021,13-03-2021,Charged Off,13-04-2021,Debt consolidation,D2, 60 months,Verified,237.43,0.1491,10000,5304,22144
815431,1023089,MA,INDIVIDUAL,retail convergence,D,11-07-2021,13-04-2021,12-12-2021,Charged Off,12-01-2022,Debt consolidation,D2, 60 months,Verified,430.95,0.1599,25000,7295,22145
804226,1010068,OH,INDIVIDUAL,OH Army National Guard,D,11-07-2021,16-05-2021,15-01-2021,Charged Off,15-02-2021,Debt consolidation,D5, 60 months,Verified,599.67,0.1749,30000,32644,22146
627744,804425,IL,INDIVIDUAL,Charles Schwab and Co,D,10-12-2021,14-07-2021,14-03-2021,Charged Off,14-04-2021,Debt consolidation,D2, 60 months,Verified,117.54,0.1446,5000,4786,22147
621060,795968,TX,INDIVIDUAL,RR Donnelley,D,10-11-2021,12-04-2021,11-11-2021,Charged Off,11-12-2021,Debt consolidation,D3, 60 months,Verified,308.12,0.1483,13000,4021,22148
710133,902850,FL,INDIVIDUAL,Peckar & abramson,D,11-03-2021,14-03-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,D2, 60 months,Verified,189.95,0.1491,8000,6537,22149
663164,831156,CA,INDIVIDUAL,Pacific Automotive Company,D,11-02-2021,16-04-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,D4, 60 months,Verified,530.92,0.1565,22000,18623,22150
655111,837877,FL,INDIVIDUAL,PF Chang's China Bistro,D,11-01-2021,11-12-2021,11-07-2021,Charged Off,11-08-2021,Debt consolidation,D5, 60 months,Verified,462.25,0.1602,19000,3117,22151
740902,938688,NJ,INDIVIDUAL,Target,D,11-05-2021,12-10-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,D4, 60 months,Verified,396.7,0.1689,16000,5240,22152
808022,1014653,CA,INDIVIDUAL,Scripps Coastal Medical Center,D,11-07-2021,16-05-2021,15-12-2021,Charged Off,15-01-2022,Debt consolidation,D5, 60 months,Verified,301.41,0.1749,12000,15975,22153
1045978,1276606,NY,INDIVIDUAL,chopard USA Ltd,D,11-12-2021,12-12-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,D4, 60 months,Verified,480.04,0.1758,19075,4381,22154
620914,795790,TX,INDIVIDUAL,"John L. Wortham & Son, LP",D,10-12-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,D5, 60 months,Verified,289.09,0.1557,12000,6606,22155
686343,876136,MN,INDIVIDUAL,Despatch Industries,D,11-03-2021,16-03-2021,11-05-2021,Charged Off,11-06-2021,Debt consolidation,D2, 60 months,Verified,376.92,0.1491,15875,1451,22156
1009453,1236186,UT,INDIVIDUAL,CNC Machine and Fabrication,D,11-11-2021,12-05-2021,12-02-2021,Charged Off,12-03-2021,Debt consolidation,D4, 60 months,Verified,640.47,0.1758,25450,8035,22157
740938,938730,OH,INDIVIDUAL,Sherwin-Williams,D,11-05-2021,14-03-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,D4, 60 months,Verified,743.81,0.1689,30000,24224,22158
581114,746964,NJ,INDIVIDUAL,Starbucks,D,10-09-2021,13-07-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,D5, 60 months,Verified,440.8,0.1632,18000,12997,22159
1034896,1264729,MD,INDIVIDUAL,ASHLIN Management Group,D,11-12-2021,13-02-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,D5, 60 months,Verified,510.6,0.1825,20000,5012,22160
548059,706658,PA,INDIVIDUAL,SHS,D,10-07-2021,11-11-2021,11-06-2021,Charged Off,11-07-2021,Debt consolidation,D4, 60 months,Verified,408.1,0.1595,16800,4748,22161
522257,675530,CA,INDIVIDUAL,Atascadero State Hospital,D,10-06-2021,12-02-2021,11-09-2021,Charged Off,11-10-2021,Debt consolidation,D3, 60 months,Verified,328.31,0.1558,20000,5425,22162
1052545,1284081,CO,INDIVIDUAL,"CCI Careers, Inc",D,11-12-2021,14-09-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,D5, 60 months,Verified,91.91,0.1825,3600,3288,22163
698538,889993,CA,INDIVIDUAL,Northwestern Mutual,D,11-03-2021,16-04-2021,13-05-2021,Charged Off,13-06-2021,Debt consolidation,D5, 60 months,Verified,364.94,0.1602,15000,9121,22164
770177,971772,NJ,INDIVIDUAL,Dyna Web Solutions,D,11-06-2021,12-02-2021,11-09-2021,Charged Off,11-10-2021,Debt consolidation,D3, 60 months,Verified,147.48,0.1649,6000,703,22165
1008099,1234769,VA,INDIVIDUAL,"Salgado & Associates, PLLC",D,11-11-2021,13-04-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,D5, 60 months,Verified,310.19,0.1825,12150,4324,22166
816354,1024081,WA,INDIVIDUAL,Muckleshoot Indian Casino,D,11-07-2021,12-09-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,D4, 60 months,Verified,518.19,0.1689,24650,9644,22167
755533,936210,AR,INDIVIDUAL,efi corp,D,11-05-2021,12-12-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,D3, 60 months,Verified,191.5,0.1528,8000,3061,22168
662135,846769,KY,INDIVIDUAL,Jefferson County Public Schools,D,11-02-2021,16-05-2021,11-09-2021,Charged Off,11-10-2021,Debt consolidation,D5, 60 months,Verified,608.22,0.1602,25000,3899,22169
884903,1100484,NJ,INDIVIDUAL,eaton electrical,D,11-09-2021,16-03-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,D4, 60 months,Verified,125.83,0.1758,5000,6040,22170
772516,974451,KY,INDIVIDUAL,DOJ-BOP,D,11-06-2021,16-05-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,D2, 60 months,Verified,437.63,0.1599,18000,6563,22171
597669,767141,LA,INDIVIDUAL,Louisiana State Univerisity,D,10-10-2021,14-11-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,D2, 60 months,Verified,185.23,0.1521,7750,8328,22172
733005,929272,LA,INDIVIDUAL,Allstate Insurance Company,D,11-04-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,D3, 60 months,Verified,710.94,0.1528,29700,13432,22173
713060,906246,CA,INDIVIDUAL,Covenant Aviation LLC,D,11-03-2021,13-09-2021,13-06-2021,Charged Off,13-07-2021,Debt consolidation,D2, 60 months,Verified,498.6,0.1491,21000,13127,22174
617683,791878,NC,INDIVIDUAL,BMA of NC Inc,D,10-11-2021,16-05-2021,11-01-2021,Charged Off,11-02-2021,Debt consolidation,D5, 60 months,Verified,356.54,0.1557,20000,356,22175
777226,979690,CA,INDIVIDUAL,Richemont North America,D,11-06-2021,16-05-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,D5, 60 months,Verified,452.11,0.1749,18000,4542,22176
883717,1098997,GA,INDIVIDUAL,Motorola Solutions,D,11-09-2021,13-11-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,D5, 60 months,Verified,510.6,0.1825,20000,11536,22177
656300,839409,NV,INDIVIDUAL,COUNTRY Financial,D,11-01-2021,16-05-2021,11-10-2021,Charged Off,11-11-2021,Debt consolidation,D4, 60 months,Verified,193.06,0.1565,8000,1539,22178
761003,929764,CA,INDIVIDUAL,,D,11-05-2021,15-12-2021,15-06-2021,Charged Off,15-07-2021,Debt consolidation,D2, 60 months,Verified,474.86,0.1491,20000,23742,22179
765694,966621,OR,INDIVIDUAL,T-Mobile Usa,D,11-05-2021,12-10-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,D2, 60 months,Verified,364.7,0.1599,15000,4865,22180
681146,870106,WA,INDIVIDUAL,Microsoft,D,11-02-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,D4, 60 months,Verified,193.06,0.1565,8000,4011,22181
861889,1074811,OH,INDIVIDUAL,Nashfinch,D,11-09-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,D3, 60 months,Verified,398.19,0.1649,16200,5577,22182
